ID,Jobs_Name,Rating,Job_City,Company_Founded_Year,Type_Of_Ownership,Industry,Sector,Hourly_Salary,Employer_Provided_Salary,Salary_Lower,Salary_Upper,Salary_Avg,Company_Name,Job_State,Company_Age,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit-learn,TensorFlow,Hadoop,Tableau,Power BI,Flink,MongoDB,Google Analytics,Job_Title_Sim,Seniority_Level,Employee_Degree,Ownership_Category
672,Senior Data Engineer,3.2,Franklin,2004,Company - Private,Health Care Services & Hospitals,Health Care,0,0,76000,142000,109000.0,Equian LLC,Tennessee,17,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
676,Machine Learning Engineer,3.2,New York,1975,Company - Private,Computer Hardware & Software,Information Technology,0,0,91000,159000,125000.0,Information Builders,New York,46,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,ML Engineer,Not Specified,Masters,Corporate
678,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,Cambridge,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,80000,133000,106500.0,Novartis,Massachusetts,25,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Data Scientist,Senior,Masters,Corporate
687,IT Associate Data Analyst,3.7,Worcester,1852,Company - Public,Insurance Carriers,Insurance,0,0,39000,69000,54000.0,The Hanover Insurance Group,Massachusetts,169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
689,Clinical Data Analyst,3.0,Tampa,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,0,0,27000,48000,37500.0,Greenway Health,Florida,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Masters,Corporate
690,Business Data Analyst,3.8,New York,2002,Company - Private,Travel Agencies,Travel & Tourism,0,0,36000,71000,53500.0,Fareportal,New York,19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,Data Analyst,Not Specified,Masters,Corporate
701,Data Scientist - Sales,4.7,Mountain View,2014,Company - Private,Computer Hardware & Software,Information Technology,0,0,130000,206000,168000.0,Confluent,California,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
704,Senior Data Analyst,3.9,San Francisco,2008,Company - Public,Computer Hardware & Software,Information Technology,0,0,99000,178000,138500.0,Life360,California,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Not Specified,Corporate
705,"Principal, Data Science - Advanced Analytics",3.6,Plymouth Meeting,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86000,137000,111500.0,IQVIA,Pennsylvania,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
706,Data Science Project Manager,3.6,Boston,1851,Company - Private,Insurance Carriers,Insurance,0,0,37000,100000,68500.0,MassMutual,Massachusetts,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
707,"Sr Scientist, Immuno-Oncology - Oncology",3.9,Cambridge,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,58000,111000,84500.0,GSK,Massachusetts,191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,Corporate
708,Senior Data Engineer,4.4,Nashville,2006,Company - Public,Internet,Information Technology,0,0,72000,133000,102500.0,Eventbrite,Tennessee,15,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Senior,Not Specified,Corporate
711,Research Scientist – Security and Privacy,3.6,Beavercreek,1967,Nonprofit Organization,Federal Agencies,Government,0,0,61000,126000,93500.0,Riverside Research Institute,Ohio,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,Nonprofit
712,Data Science Manager,3.2,Allentown,,Company - Private,Staffing & Outsourcing,Business Services,0,0,95000,160000,127500.0,"Numeric, LLC",Pennsylvania,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
714,Data Analyst 2 (Missionary Department),4.2,Salt Lake City,,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,53000,91000,72000.0,The Church of Jesus Christ of Latter-day Saints,Utah,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not Specified,Nonprofit
718,Supply Chain Data Analyst,3.1,Logan,1977,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,33000,61000,47000.0,Icon Health and Fitness,Utah,44,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
719,Data Engineer - ETL,3.8,Birmingham,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,0,0,44000,86000,65000.0,Shipt,Alabama,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
725,Senior Data Analyst,4.0,Herndon,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,69000,119000,94000.0,Novetta,Virginia,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Not Specified,Corporate
727,Senior Data Engineer,4.0,Reston,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,67000,127000,97000.0,Novetta,Virginia,9,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Data Engineer,Senior,Not Specified,Corporate
730,Data Modeler (Analytical Systems),3.6,Boston,1851,Company - Private,Insurance Carriers,Insurance,0,0,66000,117000,91500.0,MassMutual,Massachusetts,170,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Modeler,Not Specified,Not Specified,Corporate
732,Data Scientist in Translational Medicine,3.8,Cambridge,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86000,143000,114500.0,Novartis,Massachusetts,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
734,Product Manager/Data Evangelist,3.2,Phila,,Company - Private,Staffing & Outsourcing,Business Services,0,0,50000,98000,74000.0,"Numeric, LLC",Pennsylvania,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
737,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",3.8,Cambridge,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,92000,150000,121000.0,Novartis,Massachusetts,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Not Specified,Corporate
738,Senior Data Analyst/Scientist,4.5,San Francisco,2006,Company - Private,Computer Hardware & Software,Information Technology,0,0,90000,153000,121500.0,Demandbase,California,15,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Senior,Not Specified,Corporate
741,"Scientist – Cancer Discovery, Molecular Assay",0.0,Cambridge,,Other Organization,Unknown / Non-Applicable,Unknown / Non-Applicable,0,1,100000,135000,117500.0,Monte Rosa Therapeutic,Massachusetts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,Other
744,Data Engineer,3.4,Scottsdale,2002,Company - Private,IT Services,Information Technology,0,0,42000,79000,60500.0,IntraEdge,Arizona,19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Data Engineer,Not Specified,Not Specified,Corporate
747,Big Data Engineer,3.3,Chantilly,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,84000,153000,118500.0,Peraton,Virginia,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
752,Data Engineering Analyst,3.8,Bloomington,1925,Company - Private,Insurance Carriers,Insurance,0,0,44000,73000,58500.0,COUNTRY Financial,Illinois,96,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
755,Manager of Data Science,3.9,San Francisco,2007,Company - Private,Internet,Information Technology,0,0,40000,87000,63500.0,Tapjoy,California,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
757,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,4.1,Fremont,1981,Company - Public,Computer Hardware & Software,Information Technology,0,0,72000,142000,107000.0,Mentor Graphics,California,40,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
758,Data Engineer,3.7,Springfield,,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,74000,137000,105500.0,Maxar Technologies,Virginia,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
759,Data Engineer,2.8,San Diego,1972,Company - Private,Insurance Carriers,Insurance,0,0,57000,109000,83000.0,ICW Group,California,49,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Engineer,Not Specified,Not Specified,Corporate
768,Associate Research Scientist I (Protein Expression and Production),3.0,Alameda,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,59000,116000,87500.0,Exelixis,California,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,Corporate
777,"Director, Precision Medicine Clinical Biomarker Scientist",4.0,Cambridge,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,136000,208000,172000.0,Pfizer,Massachusetts,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Not Specified,PhD,Corporate
780,Senior Formulations Scientist II,3.0,Alameda,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,71000,129000,100000.0,Exelixis,California,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,Corporate
782,Data Science Manager,4.2,San Francisco,2011,Company - Private,Health Care Services & Hospitals,Health Care,0,0,171000,272000,221500.0,Grand Rounds,California,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
784,Data Engineer,3.5,Chicago,1995,Company - Private,Consulting,Business Services,0,0,65000,126000,95500.0,"SPINS, LLC",Illinois,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,Corporate
788,Senior Quantitative Analyst,3.3,Jersey City,1973,Company - Private,Brokerage Services,Finance,0,0,118000,228000,173000.0,DTCC,New Jersey,48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Not Specified,Corporate
799,Principal Data Scientist,3.9,Gaithersburg,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,113000,182000,147500.0,AstraZeneca,Maryland,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,PhD,Corporate
803,Data Engineer,3.7,Roanoke,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,58000,104000,81000.0,Carilion Clinic,Virginia,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,Nonprofit
808,Sr. Data Analyst,3.2,New York,2008,Company - Private,Internet,Information Technology,0,0,58000,108000,83000.0,DoubleVerify,New York,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Not Specified,Corporate
809,Research Scientist or Senior Research Scientist - Computer Vision,4.6,Cambridge,1991,Subsidiary or Business Segment,Research & Development,Business Services,0,0,81000,161000,121000.0,Mitsubishi Electric Research Labs,Massachusetts,30,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Other Scientist,Senior,PhD,Corporate
811,Data Analyst Chemist - Quality System Contractor,2.2,San Francisco,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,0,0,61000,110000,85500.0,"Rodan and Fields, LLC",California,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Corporate
815,Research Scientist / Principal Research Scientist - Multiphysical Systems,4.6,Cambridge,1991,Subsidiary or Business Segment,Research & Development,Business Services,0,0,115000,220000,167500.0,Mitsubishi Electric Research Labs,Massachusetts,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,Corporate
816,"Research Scientist, Machine Learning Department",2.6,Pittsburgh,1984,College / University,Colleges & Universities,Education,0,0,71000,144000,107500.0,Software Engineering Institute,Pennsylvania,37,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ML Engineer,Not Specified,PhD,Education
817,Foundational Community Supports Data Analyst,3.4,Seattle,1979,Nonprofit Organization,Social Assistance,Non-Profit,0,0,32000,57000,44500.0,DESC,Washington,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not Specified,Nonprofit
818,"Senior Health Data Analyst, Star Ratings",3.3,Glen Burnie,1889,Company - Private,Health Care Services & Hospitals,Health Care,0,0,79000,136000,107500.0,Johns Hopkins Health Care,Maryland,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Masters,Corporate
819,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",0.0,Cambridge,,Company - Private,Unknown / Non-Applicable,Unknown / Non-Applicable,0,1,120000,145000,132500.0,Kronos Bi,Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,Corporate
820,Sr. Data Analyst,3.7,Philadelphia,1994,Company - Private,Health Care Services & Hospitals,Health Care,0,0,50000,89000,69500.0,Community Behavioral Health,Pennsylvania,27,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Senior,Not Specified,Corporate
821,"Senior Engineer, Data Management Engineering",3.5,Milpitas,1970,Company - Public,Computer Hardware & Software,Information Technology,0,0,68000,129000,98500.0,Western Digital,California,51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Not Specified,Senior,Not Specified,Corporate
822,Quality Control Scientist III- Analytical Development,2.7,Rockville,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,48000,113000,80500.0,Advanced BioScience Laboratories,Maryland,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
823,"Clinical Scientist, Clinical Development",3.8,Watertown,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1,0,56000,97000,76500.0,FORMA THERAPEUTICS,Massachusetts,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
824,Software Engineer Staff Scientist: Human Language Technologies,3.7,Cambridge,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,74000,124000,99000.0,Raytheon,Maryland,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
825,"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,Cambridge,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,68000,125000,96500.0,Agios Pharmaceuticals,Massachusetts,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
826,"Assistant Director/Director, Office of Data Science",3.3,Boston,1912,Company - Private,Insurance Carriers,Insurance,0,0,39000,67000,53000.0,Liberty Mutual Insurance,Massachusetts,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
827,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,Los Angeles,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,71000,135000,103000.0,Bridg,California,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Data Engineer,Senior,Not Specified,Corporate
831,Scientist - CVRM Metabolism - in vivo pharmacology,3.9,Gaithersburg,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,61000,123000,92000.0,AstraZeneca,Maryland,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not Specified,Corporate
837,Data Scientist,3.6,Fort Lee,1989,Company - Private,Advertising & Marketing,Business Services,0,0,87000,141000,114000.0,TRANZACT,New Jersey,32,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
839,Data Scientist,3.5,Maryland Heights,,School / School District,K-12 Education,Education,0,0,71000,121000,96000.0,Charter Spectrum,Missouri,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,PhD,Education
863,Data Scientist,3.4,Washington,1997,Company - Private,Consulting,Business Services,0,0,72000,121000,96500.0,CompQsoft,District of Columbia,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,Corporate
879,Data Scientist,4.3,Phoenix,1969,Company - Private,IT Services,Information Technology,0,0,51000,88000,69500.0,Solugenix Corporation,Arizona,52,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
880,Data Scientist,2.6,Irvine,1997,Company - Private,Colleges & Universities,Education,0,0,101000,141000,121000.0,West Coast University,California,24,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Data Scientist,Not Specified,Masters,Corporate
884,Data Scientist (Warehouse Automation),3.8,San Francisco,2005,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,0,0,79000,127000,103000.0,SoftBank Robotics,California,16,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,Not Specified,Masters,Corporate
892,Jr. Data Scientist,3.2,McLean,1958,Nonprofit Organization,Federal Agencies,Government,0,0,81000,132000,106500.0,MITRE,Virginia,63,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,Data Scientist,Junior,Not Specified,Nonprofit
893,Senior Data Scientist,5.0,Ann Arbor,2011,Company - Private,Computer Hardware & Software,Information Technology,0,1,120000,140000,130000.0,SkySync,Michigan,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,Corporate
896,Data Architect / Data Modeler,4.3,New York,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,63000,110000,86500.0,Medidata Solutions,New York,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Modeler,Not Specified,Masters,Corporate
901,Data Scientist,3.4,Olympia,,Company - Private,IT Services,Information Technology,0,0,65000,113000,89000.0,"DatamanUSA, LLC",Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not Specified,Corporate
928,"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",4.0,South San Francisco,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,59000,125000,92000.0,23andMe,California,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,Corporate
945,Machine Learning Engineer (NLP),4.1,Palo Alto,2007,Company - Private,K-12 Education,Education,0,0,80000,142000,111000.0,CK-12 Foundation,California,14,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,ML Engineer,Not Specified,Not Specified,Corporate
948,Data Engineer,3.9,San Francisco,2011,Company - Private,Internet,Information Technology,0,0,62000,113000,87500.0,Fivestars,California,10,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,PhD,Corporate
